sku,categories,name,description,short_description
0.5THMF,"All Products Products,All Products Products 3D Metrology Products,All Products Products 3D Metrology Products Targeting for 3D Metrology,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders For 0.5"" Reflectors",0.5THMF Fits in Mini Floor Mount,"<h2>0.5"" Adapter for THMF Floor Mount</h2>
<div>The <strong>0.5THMF</strong> adapter is designed to work with the <a href=""/mini-facility-monumentthmf.html"">THMF mini floor-mount base</a>, giving you a permanent target location in the floor or wall. Following initial installation of the <a href=""/mini-facility-monumentthmf.html"">THMF base unit</a>, this adapter may be installed and surveyed for its actual coordinates using a 0.5"" SMR. The adapter may be removed and reinstalled in the base, maintaining target position tolerance. Therefore you can quickly re-establish coordinate systems in the future by providing known, permanent reference points. This system may also be used without an initial survey to provide permanent coordinate system transfer points. Or, use them to monitor the movement of foundations or other features over time by checking for deviation from originally mapped coordinates.</div>
<div style=""margin-top: 1em;"">
<p style=""text-align: center;""><img title=""0.5THMF"" src=""{{store url=""""}}wp-content/uploads/2013/03/0.5THMF+Mount-300x214.jpg"" alt=""0.5THMF"" width=""300"" height=""214"" /></p>
<p>An aggressive knurl around the circumference of the adapter assists with easy installation and removal from the <a href=""/mini-facility-monumentthmf.html"">THMF base</a>. The 1/4"" shank with internal 6-32 tapped hole mates securely with the base unit, positively locking the adapter in place. The 0.5"" SMR seats on a conical land and is held firmly in place by a magnet.</p>
</div>
<div style=""margin-top: 1em;"">
<h4>May Be Used With</h4>
<p><a href=""/mini-facility-monumentthmf.html"">THMF Mini Floor Mount</a><br />Any 0.5"" dia. SMR </p>
</div>",<p><strong>Ships in 1 Week</strong></p>
0.5THMF,,,,
0.5THS-12MM,"All Products Products,All Products Products 3D Metrology Products,All Products Products 3D Metrology Products Targeting for 3D Metrology,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders For 0.5"" Reflectors","0.5"" TH SHANKLESS","<h2>For use with 0.5"" SMR</h2>
<div class=""tabs"">
</div><div class=""tab"" id=""copy"">The <strong>0.5THS</strong> Series magnetic adapter provides a nest for a 0.5"" SMR and holds it exactly 0.5"" ±0.0005"" above the base surface. The adapter also includes a magnet on the bottom surface to allow attachment to any magnetic surface.</div>
<div class=""tab""><img class=""size-full wp-image-4571 aligncenter"" alt=""Brunson 0.5THS Target Holder"" src=""{{store url=""""}}wp-content/uploads/0.5THS_dwg.jpg"" width=""174"" height=""248""></img></div>
<div class=""tab""> </div>
<table style=""margin-left: auto; margin-right: auto;"">
<tbody>
<tr>
<td class=""row1"" width=""125px"">Model</td>
<td class=""row1"" width=""75px"">Offset ""A""</td>
</tr>
<tr>
<td>0.5THS-.5</td>
<td>0.500""</td>
</tr>
<tr>
<td>0.5THS-12MM</td>
<td>12 mm</td>
</tr>
<tr>
<td>0.5THS-25MM</td>
<td>25 mm</td>
</tr>
</tbody>
</table>
<div class=""tabs"" id=""usedwith"">
<h4>May Be Used With</h4>
<p>Any 0.5"" diameter SMR</p>
</div>
<div style=""height: 40px;""> </div>","0.5"" TH SHANKLESS"
0.5THS-12MM,,,,
0.5THS-30MM,"All Products Products,All Products Products 3D Metrology Products,All Products Products 3D Metrology Products Targeting for 3D Metrology,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders For 0.5"" Reflectors","0.5"" TH SHANKLESS","0.5"" TH SHANKLESS","0.5"" TH SHANKLESS"
0.5THS-30MM,,,,
0.5THS-M-18755,"All Products Products,All Products Products 3D Metrology Products,All Products Products 3D Metrology Products Targeting for 3D Metrology,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders For 0.5"" Reflectors","0.5THS-M, 20MM BODY","0.5THS-M, 20MM BODY","0.5THS-M, 20MM BODY"
0.5THS-M-18755,,,,
0.5THSN-10MM,"All Products Products,All Products Products 3D Metrology Products,All Products Products 3D Metrology Products Targeting for 3D Metrology,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders For 0.5"" Reflectors","0.5"" SHANKLESS TARGET HOLDER W/ OPTICAL ALLEY","0.5"" SHANKLESS TARGET HOLDER W/ OPTICAL ALLEY","0.5"" SHANKLESS TARGET HOLDER W/ OPTICAL ALLEY"
0.5THSN-10MM,,,,
0.5THV-.3125-1.5625-.3125,,0.5 TH VECTOR,"0.5"" TH VECTOR","0.5"" TH VECTOR"
0.5THV-.3125-1.5625-.3125,,,,
0.5THV-.3125-1.5625-6MM,,0.5 TH VECTOR,"0.5"" TH VECTOR","0.5"" TH VECTOR"
0.5THV-.3125-1.5625-6MM,,,,
0.5THV-.3125-1.5625-8MM,,0.5 TH VECTOR,"0.5"" TH VECTOR","0.5"" TH VECTOR"
0.5THV-.3125-1.5625-8MM,,,,
0.5THV-10MM-40MM-.5,,0.5 TH VECTOR,,"0.5"" TH VECTOR"
0.5THV-10MM-40MM-.5,,,,
0.5THV-10MM-40MM-.75,,0.5 TH VECTOR,,"0.5"" TH VECTOR"
0.5THV-10MM-40MM-.75,,,,
0.5THV-10MM-40MM-6MM,,0.5 TH VECTOR,,"0.5"" TH VECTOR"
0.5THV-10MM-40MM-6MM,,,,
0.5THV-10MM-50MM-6MM,,0.5 TH VECTOR,"0.5"" TH VECTOR","0.5"" TH VECTOR"
0.5THV-10MM-50MM-6MM,,,,
0.5THV-10MM-60MM-6MM,,0.5 TH VECTOR,,"0.5"" TH VECTOR"
0.5THV-10MM-60MM-6MM,,,,
0.5THV-12MM-30MM-6MM,,0.5 TH VECTOR,,"0.5"" TH VECTOR"
0.5THV-12MM-30MM-6MM,,,,
0.5THV-25MM-50MM-6MM,,0.5 TH VECTOR,"0.5"" TH VECTOR","0.5"" TH VECTOR"
0.5THV-25MM-50MM-6MM,,,,
0.5THV-8MM-30MM-6MM,,0.5 TH VECTOR,,"0.5"" TH VECTOR"
0.5THV-8MM-30MM-6MM,,,,
0.5THV-8MM-60MM-.100,,0.5 TH VECTOR,"0.5"" TH VECTOR","0.5"" TH VECTOR"
0.5THV-8MM-60MM-.100,,,,
0.5THV-8MM-60MM-.25,,0.5 TH VECTOR,,"0.5"" TH VECTOR"
0.5THV-8MM-60MM-.25,,,,
0.5THV-8MM-60MM-4mm,,0.5 TH VECTOR,,"0.5"" TH VECTOR"
0.5THV-8MM-60MM-4mm,,,,
0.5THV-8MM-60MM-8MM,,0.5 TH VECTOR,,"0.5"" TH VECTOR"
0.5THV-8MM-60MM-8MM,,,,
0.5THV-M-15MM-35MM-6MM,"All Products Products,All Products Products 3D Metrology Products,All Products Products 3D Metrology Products Targeting for 3D Metrology,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders For 0.5"" Reflectors","0.5"" TRGT HLDR VECTOR - MAG","0.5"" TRGT HLDR VECTOR - MAG","0.5"" TRGT HLDR VECTOR - MAG"
0.5THV-M-15MM-35MM-6MM,,,,
0.875TH-20MM-10MM,,0.875TH ,,0.875 TARGET HOLDER
0.875TH-20MM-10MM,,,,
0.875TH-20MM-6MM,,0.875TH ,,0.875 TARGET HOLDER
0.875TH-20MM-6MM,,,,
0.875TH-20MM-8MM,,0.875TH ,,0.875 TARGET HOLDER
0.875TH-20MM-8MM,,,,
0.875THDN,"All Products Products,All Products Products 3D Metrology Products,All Products Products 3D Metrology Products Targeting for 3D Metrology,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders For 0.875"" Reflectors",0.875 DRIFT NEST,"<h2>Put temporary targets on just about anything</h2>
<div>The&nbsp;<strong>0.875THDN</strong>, or drift nest (sometimes called a ""hockey puck""), provides a temporary, magnetic SMR adapter in almost any location and on almost any surface. The back of this adapter is flat. Note that the magnet holds the SMR in place but does not hold the adapter in its location. Use any general adhesive (we often use a hot glue gun) to attach these adapters temporarily to machine tools, concrete floors and pillars, posts, stands, or just about anything else that is available. When you're finished, remove the adapter&nbsp;and you're on your way to your next assignment. Works with a 0.875"" diameter SMR.</div>
<div style=""text-align: center;""><img title=""0.875THDN"" src=""{{store url=""""}}wp-content/uploads/2013/03/0.875THDN_dwg.jpg"" /></div>
<div>
<h4>May Be Used With</h4>
<p>Any 0.875"" diameter SMR</p>
</div>",<strong>Ships in 1 Week</strong>
0.875THDN,,,,
0.875THE-20MM,"All Products Products,All Products Products 3D Metrology Products,All Products Products 3D Metrology Products Targeting for 3D Metrology,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders For 0.875"" Reflectors",0.875 EDGE TRGT HLDR,0.875 EDGE TRGT HLDR,0.875 EDGE TRGT HLDR
0.875THE-20MM,,,,
0.875THF,"All Products Products,All Products Products 3D Metrology Products,All Products Products 3D Metrology Products Targeting for 3D Metrology,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders For 0.875"" Reflectors",0.875THF Floor Mount,"<h2>Install permanent monuments in the floor</h2>
<p><img style=""display: block; margin: 10px; float: right;"" src=""{{store url=""""}}wp-content/uploads/2013/03/0.875THF_dwg.jpg"" /></p>
<div>The <strong>0.875THF</strong> floor target mount provides for a permanent target location in the floor or wall. Following initial installation, it may be surveyed for its final position. This gives you the ability to quickly re-establish coordinate systems in the future by providing known, permanent reference points. They may also be used without an initial survey to provide permanent coordinate system transfer points. Or use them to monitor the movement of foundations over time by checking for deviation from originally mapped coordinates.
<p style=""margin-top: 1em;"">The 0.875THF is meant to be grouted or epoxied permanently into holes which have been drilled in concrete floors or walls, so that the top is flush with the surface of the floor or wall. An aggressive knurl around the circumference as well as large concave grooves give this target mount lots of holding power in the surrounding grout. The cap has an O-ring seal to keep the target mount surfaces out of danger and free of debris. The 0.875THF may be attached to a customer-provided positioning jig while being grouting in place, via the M4 threaded hole on top of the lid. In this way, the 0.875THF can be easily positioned so that the top is flush with the floor or wall, and in the desired position. A flat or straight screw driver allows easy removal of the lid.</p>
</div>
<p style=""margin-top: 1em;"">The 0.875"" SMR seats on a 3-point conical land and is held firmly in place by a ring magnet.</p>
<div>
<h4>May Be Used With</h4>
<p>Any 0.875"" diameter SMR</p>
</div>",<p><strong>Ships in 1 Week</strong></p>
0.875THF,,,,
0.875THS,"All Products Products,All Products Products 3D Metrology Products,All Products Products 3D Metrology Products Targeting for 3D Metrology,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders For 0.875"" Reflectors",0.875THS Series Corner Adapter,"<h2>For targeting an inside corner</h2>
<div>The <strong>0.875THS</strong> Series magnetic adapters provide an SMR nest which fits into any corner and puts a 0.875"" diameter SMR exactly 0.800"" away from the rising surface, within ±0.0005"". It also holds the centerpoint of the SMR 1.000"" ±0.0005"" (or 25 mm for the metric version) above the base surface. A chamfer on the bottom side of this adapter provides a relief for any fillets or various strange things happening at the junction between the surfaces of the object being measured. The SMR seats on a 3-point conical land. Use the table below to find the item number for the desired target offset.</div>
<div class=""tab"" style=""text-align: center;""><img title=""0.875THS"" src=""{{store url=""""}}wp-content/uploads/2013/03/0.875THS_dwg.jpg"" vspace=""10"" /></div>
<table style=""margin-left: auto; margin-right: auto; width: 250px;"" border=""1"">
<tbody>
<tr>
<td align=""center"" nowrap=""nowrap"" width=""100px""><strong>Offset ""A""</strong></td>
<td align=""center"" nowrap=""nowrap"" width=""75px""><strong>Part Number</strong></td>
</tr>
<tr>
<td align=""center"" nowrap=""nowrap"">1.000""</td>
<td align=""center"" nowrap=""nowrap"">0.875THS-1</td>
</tr>
<tr>
<td align=""center"" nowrap=""nowrap"">25 mm</td>
<td align=""center"" nowrap=""nowrap"">0.875THS-25MM</td>
</tr>
</tbody>
</table>
<div>
<h4>May Be Used With</h4>
<p>Any 0.875"" diameter SMR</p>
</div>",<p><strong>Ships in 1 Week</strong></p>
0.875THS,,,,
0.875THS-M-20MM,"All Products Products,All Products Products 3D Metrology Products,All Products Products 3D Metrology Products Targeting for 3D Metrology,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders For 0.875"" Reflectors","0.875"" SHNKLSS TH W/ MAG","0.875"" SHNKLSS TH W/ MAG","0.875"" SHNKLSS TH W/ MAG"
0.875THS-M-20MM,,,,
1.5ADP-.5,"All Products Products,All Products Products 3D Metrology Products,All Products Products 3D Metrology Products Targeting for 3D Metrology,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders For 0.5"" Reflectors",1.5ADP-.5 SMR Converter,"<h2>Put a 0.5"" SMR accurately in a 1.5"" nest</h2>
<div>
<p>The <strong>1.5ADP-.5</strong> magnetic adapter gives you the ability to simulate a 1.5"" SMR while actually using a 0.5"" SMR.  The adapter is a partial 1.5"" diameter ball, precisely machined to hold the center of a 0.5"" SMR at exactly the same point in space as a 1.5"" SMR.  This allows you to accurately measure the locations of nests and target mounts designed for 1.5"" SMRs.  It also allows you to use measurement routines and macros designed for use with a 1.5"" SMR.</p>
<p style=""margin-top: 1em;"">The 1.5ADP-.5 comes in handy if you are switching SMR sizes during one measurement session in order to accommodate various nest sizes on your fixture or tools. Use it to avoid performing an extra home-point calibration on laser trackers when you're already set up to use a 1.5"" SMR. It's also great for use with built-in reference systems designed for 1.5"" SMRs - it gives you the 0.750"" offset that you need, and allows you more freedom to switch back and forth between 1.5"" and .5"" SMR targets. It also gives you more flexibility when using a calibration ball bar which only has adapters for 1.5"" SMRs.</p>
<p style=""text-align: center;""><img title=""1.5ADP-.5"" src=""{{store url=""""}}wp-content/uploads/2013/03/1.5ADP-.5_dwg.jpg"" alt=""1.5ADP-.5 magnetic adapter"" width=""249"" height=""158"" /></p>
<p>The centerpoint of a 0.5"" diameter SMR is held precisely 0.75"" or 19.05 mm above the surface of the part being measured. The SMR seats on a conical land and is held in place by a magnet.</p>
</div>
<div>
<h4 style=""margin-top: 1em;"">May Be Used With</h4>
<p>Any 0.5"" diameter SMR</p>
</div>",<p><strong>Ships in 1 Week</strong></p>
1.5ADP-.5,,,,
1.5ADP-.875,"All Products Products,All Products Products 3D Metrology Products,All Products Products 3D Metrology Products Targeting for 3D Metrology,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders,All Products Products 3D Metrology Products Targeting for 3D Metrology Laser Tracker Target Holders For 0.875"" Reflectors",1.5ADP-.875 SMR Converter,"<h2>Put a 0.875"" SMR accurately in a 1.5"" nest</h2>
<div>The <strong>1.5ADP-.875 </strong>magnetic adapter gives you the ability to simulate a 1.5"" SMR while actually using a 0.875"" SMR. The adapter is a partial 1.5"" diameter ball, precisely machined to hold the center of a 0.875"" SMR at exactly the same point in space as the center of a 1.5"" SMR. This allows you to accurately measure the positions of nests and target mounts designed for 1.5"" SMRs. It also allows you to use measurement routines and macros designed for use with a 1.5"" SMR.<br />
<p style=""text-align: center;""><img src=""{{store url=""""}}wp-content/uploads/2013/03/1.5ADP-.875_dwg.jpg"" /></p>
<p>The 1.5ADP-.875 comes in handy if you are switching SMR sizes during one measurement session in order to accommodate various nest sizes on your fixture or tools. Use it to avoid performing an extra home-point calibration on laser trackers when you're already set up to use a 1.5"" SMR. It's also great for use with built-in reference systems designed for 1.5"" SMRs - it gives you the 0.750"" offset that you need, and allows you more freedom to switch back and forth between 1.5"" and .875"" SMR targets. It also gives you more flexibility when using a calibration ball bar which only has adapters for 1.5"" SMRs. </p>
</div>
<div style=""margin-top: 1em;"">The centerpoint of a 0.875"" diameter SMR is held precisely 0.75"" or 19.05 mm above the surface of the part being measured. The SMR seats on a conical land and is held in place by a magnet.</div>
<h4 style=""margin-top: 1em;"">May Be Used With</h4>
<p>Any 0.875"" diameter SMR</p>",<p><strong>Ships in 1 Week</strong></p>
1.5ADP-.875,,,,
1.5INV-25MM,"All Products Products,All Products Products Optical Tooling Products,All Products Products Optical Tooling Products Targets, Target Holders, &amp; Mirrors,All Products Products Optical Tooling Products Scales, Scale Holders &amp; Invar Kits,All Products Products Optical Tooling Products Scales, Scale Holders &amp; Invar Kits Scale Holders",INVAR TH-METRIC,"<h2>Use an SMR target with your Invar System</h2>
<div class=""tabs"">
</div><div class=""tab"" id=""copy"">The <strong>1.5INV </strong>Series magnetic adapters provide an SMR nest which fits on any of our Invar System bars. With both English and metric versions available, the centerpoint of a 1.5"" diameter SMR may be held either 1.000"" or 25mm away from the interface surface between the adapter and the Invar bar. The SMR seats on a 3-point conical land and is held in place by a strong magnet. The discontinuous three point mounting system gives extra room for the SMR to be tilted further away from the bar's main axis, giving additional mounting flexibility. The adapter's threaded mount is 3/8""-24 for compatibility with our Invar system.</div>
<div class=""tab""><img class=""aligncenter size-medium wp-image-437"" title=""1.5INV on Invar Bar with SMR"" alt="""" src=""{{store url=""""}}wp-content/uploads/2013/03/1.5INV+Invar+SMR-300x225.jpg"" width=""300"" height=""225""></img></div>
<div class=""tab"" id=""copy"">
<p>Choose the desired model number from the table below, which shows both the English and metric versions of this adapter. </p>
</div>
<table style=""margin-left: auto; margin-right: auto;"">
<tbody>
<td class=""row1"" width=""125px"">Model</td>
<td class=""row1"" width=""50px"">Offset</td>
<td class=""row1"" width=""75px"">Tolerance</td>

<tr>
<td>1.5INV-1</td>
<td>1""</td>
<td>±0.0005""</td>
</tr>
<tr>
<td>1.5INV-25MM</td>
<td>25 mm</td>
<td>±0.013 mm</td>
</tr>
</tbody>
</table>
<div class=""tabs"" id=""usedwith"">
<h4>May Be Used With</h4>
<p>Any 1.5"" diameter SMR<br>Our Invar System tubing </br></p>
</div>",INVAR TH-METRIC
